,"Area
Code",St,Cnty,Own,NAICS,Year,Qtr,Area Type,St Name,Area,Ownership,Industry,Status Code,Establishment Count,April Employment,May Employment,June Employment,Total Quarterly Wages,Average Weekly Wage,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
1740,04000,04,0.0,5,10,2021,2,State,Arizona,Arizona -- Statewide,Private,"10 Total, all industries",,177481,2509464,2511187,2512177,37276648944,1142,1.03,1.02
1741,04000,04,0.0,5,101,2021,2,State,Arizona,Arizona -- Statewide,Private,101 Goods-producing,,21418,387295,384133,387728,6938186608,1381,0.9,0.99
1742,04000,04,0.0,5,1011,2021,2,State,Arizona,Arizona -- Statewide,Private,1011 Natural resources and mining,,1352,32215,28872,29710,467185097,1187,0.81,0.97
1743,04000,04,0.0,5,1012,2021,2,State,Arizona,Arizona -- Statewide,Private,1012 Construction,,14777,176315,176537,178083,2742210812,1192,1.19,1.18
1744,04000,04,0.0,5,1013,2021,2,State,Arizona,Arizona -- Statewide,Private,1013 Manufacturing,,5289,178765,178724,179935,3728790699,1601,0.74,0.89
1745,04000,04,0.0,5,102,2021,2,State,Arizona,Arizona -- Statewide,Private,102 Service-providing,,156063,2122169,2127054,2124449,30338462336,1098,1.06,1.02
1746,04000,04,0.0,5,1021,2021,2,State,Arizona,Arizona -- Statewide,Private,"1021 Trade, transportation, and utilities",,35130,564349,565965,570066,7582529427,1029,1.05,1.1
1747,04000,04,0.0,5,1022,2021,2,State,Arizona,Arizona -- Statewide,Private,1022 Information,,4478,46141,46728,46975,1081018108,1784,0.84,0.58
1748,04000,04,0.0,5,1023,2021,2,State,Arizona,Arizona -- Statewide,Private,1023 Financial activities,,22179,233066,232260,231804,4743962220,1570,1.4,1.22
1749,04000,04,0.0,5,1024,2021,2,State,Arizona,Arizona -- Statewide,Private,1024 Professional and business services,,44606,442694,442549,437685,7256381127,1266,1.04,0.87
1750,04000,04,0.0,5,1025,2021,2,State,Arizona,Arizona -- Statewide,Private,1025 Education and health services,,21682,463196,460342,454305,6514029878,1091,1.02,1.09
1751,04000,04,0.0,5,1026,2021,2,State,Arizona,Arizona -- Statewide,Private,1026 Leisure and hospitality,,14769,298143,303459,306598,2250141604,572,1.05,1.25
1752,04000,04,0.0,5,1027,2021,2,State,Arizona,Arizona -- Statewide,Private,1027 Other services,,11572,73081,73792,74563,878074240,915,0.9,1.01
1753,04000,04,0.0,5,1029,2021,2,State,Arizona,Arizona -- Statewide,Private,1029 Unclassified,,1647,1499,1959,2453,32325732,1262,0.51,0.46
2039,05000,05,0.0,0,10,2021,2,State,Arkansas,Arkansas -- Statewide,Total Covered,"10 Total, all industries",,96100,1202355,1204998,1205262,15246719626,974,1.0,1.0
2040,05000,05,0.0,1,10,2021,2,State,Arkansas,Arkansas -- Statewide,Federal Government,"10 Total, all industries",,1193,20505,20538,20667,402566831,1505,0.86,0.91
2041,05000,05,0.0,2,10,2021,2,State,Arkansas,Arkansas -- Statewide,State Government,"10 Total, all industries",,1057,65806,65064,63922,827673276,981,1.67,1.65
2042,05000,05,0.0,3,10,2021,2,State,Arkansas,Arkansas -- Statewide,Local Government,"10 Total, all industries",,1998,110558,110807,109188,1428356837,997,0.95,1.04
2043,05000,05,0.0,5,10,2021,2,State,Arkansas,Arkansas -- Statewide,Private,"10 Total, all industries",,91852,1005486,1008589,1011485,12588122682,960,0.98,0.97
2044,05000,05,0.0,5,101,2021,2,State,Arkansas,Arkansas -- Statewide,Private,101 Goods-producing,,13227,226926,226669,228475,2941356357,995,1.26,1.19
2045,05000,05,0.0,5,1011,2021,2,State,Arkansas,Arkansas -- Statewide,Private,1011 Natural resources and mining,,2567,15674,15705,15843,186994124,914,1.03,1.11
2046,05000,05,0.0,5,1012,2021,2,State,Arkansas,Arkansas -- Statewide,Private,1012 Construction,,7599,55409,55418,55905,722303441,1000,0.89,0.88
2047,05000,05,0.0,5,1013,2021,2,State,Arkansas,Arkansas -- Statewide,Private,1013 Manufacturing,,3061,155843,155546,156727,2032058792,1002,1.52,1.37
2048,05000,05,0.0,5,102,2021,2,State,Arkansas,Arkansas -- Statewide,Private,102 Service-providing,,78625,778560,781920,783010,9646766325,950,0.92,0.92
2049,05000,05,0.0,5,1021,2021,2,State,Arkansas,Arkansas -- Statewide,Private,"1021 Trade, transportation, and utilities",,22171,247060,248735,249041,2974378731,922,1.09,1.22
2050,05000,05,0.0,5,1022,2021,2,State,Arkansas,Arkansas -- Statewide,Private,1022 Information,,1892,11317,11442,11585,201934534,1357,0.49,0.31
2051,05000,05,0.0,5,1023,2021,2,State,Arkansas,Arkansas -- Statewide,Private,1023 Financial activities,,9322,52610,52749,52686,817820805,1194,0.75,0.6
2052,05000,05,0.0,5,1024,2021,2,State,Arkansas,Arkansas -- Statewide,Private,1024 Professional and business services,,16533,146047,146074,144467,2634399528,1392,0.82,0.9
2053,05000,05,0.0,5,1025,2021,2,State,Arkansas,Arkansas -- Statewide,Private,1025 Education and health services,,15447,181666,181111,181164,2163115359,918,0.96,1.03
2054,05000,05,0.0,5,1026,2021,2,State,Arkansas,Arkansas -- Statewide,Private,1026 Leisure and hospitality,,7640,115005,116912,118852,603837221,397,0.97,0.95
2055,05000,05,0.0,5,1027,2021,2,State,Arkansas,Arkansas -- Statewide,Private,1027 Other services,,5620,24855,24897,25215,251280147,774,0.72,0.82
3347,06000,06,0.0,0,10,2021,2,State,California,California -- Statewide,Total Covered,"10 Total, all industries",,1662879,16761861,16959940,16992090,346942046115,1579,1.0,1.0
3348,06000,06,0.0,1,10,2021,2,State,California,California -- Statewide,Federal Government,"10 Total, all industries",,3326,252056,252033,252183,6044190242,1844,0.74,0.6
3349,06000,06,0.0,2,10,2021,2,State,California,California -- Statewide,State Government,"10 Total, all industries",,13618,525403,529442,526000,10730182311,1566,0.98,0.94
3350,06000,06,0.0,3,10,2021,2,State,California,California -- Statewide,Local Government,"10 Total, all industries",,19259,1676563,1695851,1695681,32182550789,1465,1.05,1.03
3351,06000,06,0.0,5,10,2021,2,State,California,California -- Statewide,Private,"10 Total, all industries",,1626676,14307839,14482614,14518226,297985122773,1588,1.0,1.01
3352,06000,06,0.0,5,101,2021,2,State,California,California -- Statewide,Private,101 Goods-producing,,152108,2569161,2618205,2629879,59411170374,1754,1.03,1.06
3353,06000,06,0.0,5,1011,2021,2,State,California,California -- Statewide,Private,1011 Natural resources and mining,,17887,425313,466652,470378,4761855624,807,2.17,1.24
3354,06000,06,0.0,5,1012,2021,2,State,California,California -- Statewide,Private,1012 Construction,,89327,880897,883568,884767,16888120643,1471,1.0,0.91
3355,06000,06,0.0,5,1013,2021,2,State,California,California -- Statewide,Private,1013 Manufacturing,,44894,1262951,1267985,1274734,37761194107,2290,0.88,1.12
3356,06000,06,0.0,5,102,2021,2,State,California,California -- Statewide,Private,102 Service-providing,,1474568,11738678,11864409,11888347,238573952399,1551,1.0,1.0
3357,06000,06,0.0,5,1021,2021,2,State,California,California -- Statewide,Private,"1021 Trade, transportation, and utilities",,207029,2957114,2971040,2977985,46452970559,1204,0.92,0.84
3358,06000,06,0.0,5,1022,2021,2,State,California,California -- Statewide,Private,1022 Information,,30716,532180,559211,539217,32461383480,4594,1.63,2.18
3359,06000,06,0.0,5,1023,2021,2,State,California,California -- Statewide,Private,1023 Financial activities,,116652,821833,821695,820975,27334682955,2560,0.83,0.88
3360,06000,06,0.0,5,1024,2021,2,State,California,California -- Statewide,Private,1024 Professional and business services,,231947,2677165,2686474,2670392,71958733832,2067,1.07,1.08
3361,06000,06,0.0,5,1025,2021,2,State,California,California -- Statewide,Private,1025 Education and health services,,667577,2726717,2728555,2711135,39701307592,1122,1.02,0.83
3362,06000,06,0.0,5,1026,2021,2,State,California,California -- Statewide,Private,1026 Leisure and hospitality,,120266,1553415,1618309,1684851,14912509401,709,0.97,1.03
3363,06000,06,0.0,5,1027,2021,2,State,California,California -- Statewide,Private,1027 Other services,,99920,469833,478392,482871,5741252063,926,0.98,0.82
3364,06000,06,0.0,5,1029,2021,2,State,California,California -- Statewide,Private,1029 Unclassified,,461,421,733,921,11112517,1236,0.03,0.02
4403,08000,08,0.0,0,10,2021,2,State,Colorado,Colorado -- Statewide,Total Covered,"10 Total, all industries",,228862,2661703,2677413,2723895,44815277335,1283,1.0,1.0
4404,08000,08,0.0,1,10,2021,2,State,Colorado,Colorado -- Statewide,Federal Government,"10 Total, all industries",,1198,54211,54861,55066,1291010351,1815,1.01,0.99
4405,08000,08,0.0,2,10,2021,2,State,Colorado,Colorado -- Statewide,State Government,"10 Total, all industries",,719,108912,109304,108502,1719820648,1215,1.26,1.16
4406,08000,08,0.0,3,10,2021,2,State,Colorado,Colorado -- Statewide,Local Government,"10 Total, all industries",,1536,257868,260371,263602,3608349994,1065,1.02,0.89
4407,08000,08,0.0,5,10,2021,2,State,Colorado,Colorado -- Statewide,Private,"10 Total, all industries",,225409,2240712,2252877,2296725,38196096342,1298,0.99,1.01
4408,08000,08,0.0,5,101,2021,2,State,Colorado,Colorado -- Statewide,Private,101 Goods-producing,,30989,362383,365593,370029,6608333197,1389,0.9,0.91
4409,08000,08,0.0,5,1011,2021,2,State,Colorado,Colorado -- Statewide,Private,1011 Natural resources and mining,,3325,39817,40563,40758,829236453,1580,1.17,1.67
4410,08000,08,0.0,5,1012,2021,2,State,Colorado,Colorado -- Statewide,Private,1012 Construction,,21739,175307,177692,180163,2977353365,1289,1.26,1.24
4411,08000,08,0.0,5,1013,2021,2,State,Colorado,Colorado -- Statewide,Private,1013 Manufacturing,,5925,147259,147338,149108,2801743379,1457,0.64,0.64
4412,08000,08,0.0,5,102,2021,2,State,Colorado,Colorado -- Statewide,Private,102 Service-providing,,194420,1878329,1887284,1926696,31587763145,1281,1.01,1.03
4413,08000,08,0.0,5,1021,2021,2,State,Colorado,Colorado -- Statewide,Private,"1021 Trade, transportation, and utilities",,37433,473846,474586,480171,6903551526,1115,0.93,0.97
4414,08000,08,0.0,5,1022,2021,2,State,Colorado,Colorado -- Statewide,Private,1022 Information,,5107,75326,75709,76178,2368827554,2406,1.44,1.23
4415,08000,08,0.0,5,1023,2021,2,State,Colorado,Colorado -- Statewide,Private,1023 Financial activities,,26960,169402,169154,170094,3932058544,1784,1.08,0.98
4416,08000,08,0.0,5,1024,2021,2,State,Colorado,Colorado -- Statewide,Private,1024 Professional and business services,,63153,445694,449997,453880,10428608838,1783,1.14,1.21
4417,08000,08,0.0,5,1025,2021,2,State,Colorado,Colorado -- Statewide,Private,1025 Education and health services,,24461,342304,341499,340796,4694901380,1057,0.8,0.76
4418,08000,08,0.0,5,1026,2021,2,State,Colorado,Colorado -- Statewide,Private,1026 Leisure and hospitality,,18138,290788,294266,321270,2266557745,577,1.16,1.21
4419,08000,08,0.0,5,1027,2021,2,State,Colorado,Colorado -- Statewide,Private,1027 Other services,,17845,78931,79842,81798,952371360,914,1.03,1.06
4420,08000,08,0.0,5,1029,2021,2,State,Colorado,Colorado -- Statewide,Private,1029 Unclassified,,1323,2038,2231,2509,40886198,1392,0.55,0.56
5544,09000,09,0.0,0,10,2021,2,State,Connecticut,Connecticut -- Statewide,Total Covered,"10 Total, all industries",,130068,1567628,1592090,1604136,29134554640,1411,1.0,1.0
5545,09000,09,0.0,1,10,2021,2,State,Connecticut,Connecticut -- Statewide,Federal Government,"10 Total, all industries",,581,18488,18084,18036,394369271,1667,0.56,0.46
5546,09000,09,0.0,2,10,2021,2,State,Connecticut,Connecticut -- Statewide,State Government,"10 Total, all industries",,614,61553,59621,57808,1085233543,1399,1.14,1.13
5547,09000,09,0.0,3,10,2021,2,State,Connecticut,Connecticut -- Statewide,Local Government,"10 Total, all industries",,2194,135836,139331,136084,2538812929,1425,0.89,0.97
5548,09000,09,0.0,5,10,2021,2,State,Connecticut,Connecticut -- Statewide,Private,"10 Total, all industries",,126679,1351751,1375054,1392208,25116138897,1407,1.02,1.02
5549,09000,09,0.0,5,101,2021,2,State,Connecticut,Connecticut -- Statewide,Private,101 Goods-producing,,14272,215377,218080,220626,4358442806,1538,0.91,0.92
5550,09000,09,0.0,5,1011,2021,2,State,Connecticut,Connecticut -- Statewide,Private,1011 Natural resources and mining,,480,5378,5676,5922,64494466,877,0.29,0.2
5551,09000,09,0.0,5,1012,2021,2,State,Connecticut,Connecticut -- Statewide,Private,1012 Construction,,9405,58322,60115,61219,1095856127,1408,0.73,0.7
5552,09000,09,0.0,5,1013,2021,2,State,Connecticut,Connecticut -- Statewide,Private,1013 Manufacturing,,4387,151677,152289,153485,3198092213,1613,1.12,1.13
5553,09000,09,0.0,5,102,2021,2,State,Connecticut,Connecticut -- Statewide,Private,102 Service-providing,,112407,1136374,1156974,1171582,20757696091,1382,1.04,1.04
5554,09000,09,0.0,5,1021,2021,2,State,Connecticut,Connecticut -- Statewide,Private,"1021 Trade, transportation, and utilities",,24783,280842,286076,288354,4083517528,1102,0.95,0.88
5555,09000,09,0.0,5,1022,2021,2,State,Connecticut,Connecticut -- Statewide,Private,1022 Information,,3324,29220,29605,29956,1056711105,2747,0.96,0.84
5556,09000,09,0.0,5,1023,2021,2,State,Connecticut,Connecticut -- Statewide,Private,1023 Financial activities,,11547,115862,115893,116626,4029380487,2669,1.25,1.55
5557,09000,09,0.0,5,1024,2021,2,State,Connecticut,Connecticut -- Statewide,Private,1024 Professional and business services,,25394,211466,214160,215148,5010349230,1804,0.91,0.89
5558,09000,09,0.0,5,1025,2021,2,State,Connecticut,Connecticut -- Statewide,Private,1025 Education and health services,,20959,324374,324369,323195,5060154531,1201,1.29,1.26
5559,09000,09,0.0,5,1026,2021,2,State,Connecticut,Connecticut -- Statewide,Private,1026 Leisure and hospitality,,11002,123720,134750,144304,917916295,526,0.88,0.76
5560,09000,09,0.0,5,1027,2021,2,State,Connecticut,Connecticut -- Statewide,Private,1027 Other services,,12514,48983,49707,51231,537924289,828,1.1,0.92
5561,09000,09,0.0,5,1029,2021,2,State,Connecticut,Connecticut -- Statewide,Private,1029 Unclassified,,2884,1907,2414,2768,61742626,2010,1.03,1.3
5724,10000,10,0.0,0,10,2021,2,State,Delaware,Delaware -- Statewide,Total Covered,"10 Total, all industries",,35059,434059,437521,440067,6619833119,1165,1.0,1.0
5725,10000,10,0.0,1,10,2021,2,State,Delaware,Delaware -- Statewide,Federal Government,"10 Total, all industries",,196,5879,5848,5874,124425308,1631,0.67,0.65
5726,10000,10,0.0,2,10,2021,2,State,Delaware,Delaware -- Statewide,State Government,"10 Total, all industries",,103,32818,32297,30459,428576184,1035,2.19,1.96
5727,10000,10,0.0,3,10,2021,2,State,Delaware,Delaware -- Statewide,Local Government,"10 Total, all industries",,301,27535,27709,27547,373788658,1042,0.66,0.63
5728,10000,10,0.0,5,10,2021,2,State,Delaware,Delaware -- Statewide,Private,"10 Total, all industries",,34459,367827,371667,376187,5693042969,1178,1.0,1.01
5729,10000,10,0.0,5,101,2021,2,State,Delaware,Delaware -- Statewide,Private,101 Goods-producing,,3962,48510,48420,48733,805796151,1277,0.74,0.75
5730,10000,10,0.0,5,1011,2021,2,State,Delaware,Delaware -- Statewide,Private,1011 Natural resources and mining,,181,1100,1151,1213,12156680,810,0.22,0.17
5731,10000,10,0.0,5,1012,2021,2,State,Delaware,Delaware -- Statewide,Private,1012 Construction,,3106,22901,22937,23065,378915717,1269,1.0,1.07
5732,10000,10,0.0,5,1013,2021,2,State,Delaware,Delaware -- Statewide,Private,1013 Manufacturing,,675,24509,24332,24455,414723754,1306,0.65,0.65
5733,10000,10,0.0,5,102,2021,2,State,Delaware,Delaware -- Statewide,Private,102 Service-providing,,30497,319317,323247,327454,4887246818,1163,1.06,1.08
5734,10000,10,0.0,5,1021,2021,2,State,Delaware,Delaware -- Statewide,Private,"1021 Trade, transportation, and utilities",,6938,78342,79270,79759,927045849,901,0.96,0.88
5735,10000,10,0.0,5,1022,2021,2,State,Delaware,Delaware -- Statewide,Private,1022 Information,,603,3411,3439,3480,67970073,1518,0.41,0.24
5736,10000,10,0.0,5,1023,2021,2,State,Delaware,Delaware -- Statewide,Private,1023 Financial activities,,3003,47293,47287,47685,1123466070,1822,1.87,1.9
5737,10000,10,0.0,5,1024,2021,2,State,Delaware,Delaware -- Statewide,Private,1024 Professional and business services,,9810,63108,63015,63217,1306610116,1593,0.98,1.02
5738,10000,10,0.0,5,1025,2021,2,State,Delaware,Delaware -- Statewide,Private,1025 Education and health services,,5375,73588,73367,72620,1074914368,1130,1.05,1.18
5739,10000,10,0.0,5,1026,2021,2,State,Delaware,Delaware -- Statewide,Private,1026 Leisure and hospitality,,2674,42381,45623,49409,275922649,463,1.1,1.0
5740,10000,10,0.0,5,1027,2021,2,State,Delaware,Delaware -- Statewide,Private,1027 Other services,,2094,11194,11246,11284,111317693,762,0.88,0.84
5853,12000,12,0.0,0,10,2021,2,State,Florida,Florida -- Statewide,Total Covered,"10 Total, all industries",,782543,8729403,8760642,8654040,126105150134,1113,1.0,1.0
5854,12000,12,0.0,1,10,2021,2,State,Florida,Florida -- Statewide,Federal Government,"10 Total, all industries",,2021,147832,147023,147187,3245219300,1694,0.85,0.88
5855,12000,12,0.0,2,10,2021,2,State,Florida,Florida -- Statewide,State Government,"10 Total, all industries",,2258,215555,212670,208033,2633654495,955,0.76,0.63
5856,12000,12,0.0,3,10,2021,2,State,Florida,Florida -- Statewide,Local Government,"10 Total, all industries",,1614,712353,713557,600175,10509184933,1197,0.73,0.92
5857,12000,12,0.0,5,10,2021,2,State,Florida,Florida -- Statewide,Private,"10 Total, all industries",,776650,7653663,7687392,7698645,109717091406,1099,1.04,1.03
5858,12000,12,0.0,5,101,2021,2,State,Florida,Florida -- Statewide,Private,101 Goods-producing,,104664,1031569,1027711,1023447,15237349368,1141,0.79,0.75
5859,12000,12,0.0,5,1011,2021,2,State,Florida,Florida -- Statewide,Private,1011 Natural resources and mining,,5486,78731,74831,68360,767380894,798,0.62,0.55
5860,12000,12,0.0,5,1012,2021,2,State,Florida,Florida -- Statewide,Private,1012 Construction,,77119,569614,569766,569882,8086650111,1092,1.26,1.19
5861,12000,12,0.0,5,1013,2021,2,State,Florida,Florida -- Statewide,Private,1013 Manufacturing,,22059,383224,383114,385205,6383318363,1279,0.52,0.52
5862,12000,12,0.0,5,102,2021,2,State,Florida,Florida -- Statewide,Private,102 Service-providing,,671986,6622094,6659681,6675198,94479742038,1093,1.1,1.09
5863,12000,12,0.0,5,1021,2021,2,State,Florida,Florida -- Statewide,Private,"1021 Trade, transportation, and utilities",,147861,1785961,1797492,1801689,23461241398,1005,1.1,1.17
5864,12000,12,0.0,5,1022,2021,2,State,Florida,Florida -- Statewide,Private,1022 Information,,15160,134040,135907,136928,3244559850,1840,0.81,0.6
5865,12000,12,0.0,5,1023,2021,2,State,Florida,Florida -- Statewide,Private,1023 Financial activities,,87366,603476,605288,607793,12720209662,1616,1.21,1.13
5866,12000,12,0.0,5,1024,2021,2,State,Florida,Florida -- Statewide,Private,1024 Professional and business services,,195974,1423956,1431959,1430535,24936790825,1343,1.13,1.03
5867,12000,12,0.0,5,1025,2021,2,State,Florida,Florida -- Statewide,Private,1025 Education and health services,,90040,1322381,1318851,1307778,18768197287,1097,0.97,1.08
5868,12000,12,0.0,5,1026,2021,2,State,Florida,Florida -- Statewide,Private,1026 Leisure and hospitality,,62023,1085753,1103750,1123343,8443790629,588,1.27,1.61
5869,12000,12,0.0,5,1027,2021,2,State,Florida,Florida -- Statewide,Private,1027 Other services,,56738,262233,261443,262561,2838172341,833,1.05,1.12
5870,12000,12,0.0,5,1029,2021,2,State,Florida,Florida -- Statewide,Private,1029 Unclassified,,16824,4294,4991,4571,66780046,1112,0.31,0.33
7094,13000,13,0.0,0,10,2021,2,State,Georgia,Georgia -- Statewide,Total Covered,"10 Total, all industries",,337013,4406877,4437180,4453523,65647108810,1139,1.0,1.0
7095,13000,13,0.0,1,10,2021,2,State,Georgia,Georgia -- Statewide,Federal Government,"10 Total, all industries",,1728,107475,106785,106698,2363245907,1699,1.19,1.24
7096,13000,13,0.0,2,10,2021,2,State,Georgia,Georgia -- Statewide,State Government,"10 Total, all industries",,2749,134410,133548,127714,1793660392,1046,0.91,0.83
7097,13000,13,0.0,3,10,2021,2,State,Georgia,Georgia -- Statewide,Local Government,"10 Total, all industries",,3927,395100,394710,393337,4903922759,956,0.93,0.83
7098,13000,13,0.0,5,10,2021,2,State,Georgia,Georgia -- Statewide,Private,"10 Total, all industries",,328609,3769892,3802137,3825774,56586279752,1146,1.01,1.02
7099,13000,13,0.0,5,101,2021,2,State,Georgia,Georgia -- Statewide,Private,101 Goods-producing,,38230,618286,619002,623852,9463246206,1173,0.93,0.89
7100,13000,13,0.0,5,1011,2021,2,State,Georgia,Georgia -- Statewide,Private,1011 Natural resources and mining,,2876,29140,29944,30549,330519504,851,0.54,0.45
7101,13000,13,0.0,5,1012,2021,2,State,Georgia,Georgia -- Statewide,Private,1012 Construction,,24218,202052,202640,204417,3301060154,1251,0.88,0.94
7102,13000,13,0.0,5,1013,2021,2,State,Georgia,Georgia -- Statewide,Private,1013 Manufacturing,,11136,387094,386418,388886,5831666548,1158,1.02,0.92
